MachineID,MachineModel,ServicePeriod,error1_avg,error2_avg,error3_avg,error4_avg,error5_avg,Comp_Timelapse_diff_errors,RecentError,MostOccuredError,comp_1_replace_avg,comp_2_replace_avg,comp_3_replace_avg,comp_4_replace_avg,Comp_Timelapse_diff_replace,RecentReplacedComp,MostReplacedComp,comp1_repair_avg,comp2_repair_avg,comp3_repair_avg,comp4_repair_avg,Comp_Timelapse_diff_repair,RecentRepaired,MostRepairedComponent,Sensor1_max,Sensor2_max,Sensor3_max,Sensor4_max,Sensor1_min,Sensor2_min,Sensor3_min,Sensor4_min,Sensor1_mean,Sensor2_mean,Sensor3_mean,Sensor4_mean,ActionPoint
MID11444,model3,12,41.77,55.6,0.0,0.0,0.0,31.76,error4,error1,90.0,0.0,0.0,0.0,60.0,Component1,Component1,69.83,29.67,44.86,72.33,18.52,Component4,Component3,236.29,625.67,149.76,73.06,114.57,235.12,63.3,22.36,170.81,446.5,100.78,40.32,NoIssue
MID11445,model3,12,45.0,0.0,0.0,0.0,0.0,33.0,error3,error1,67.5,0.0,0.0,0.0,55.0,Component2,Component1,44.0,73.6,47.88,45.89,14.76,Component3,Component4,236.55,646.75,152.38,63.33,117.85,238.76,64.58,21.49,170.43,447.56,100.77,40.22,NoIssue
MID11446,model3,12,98.77,45.0,45.0,0.0,0.0,32.85,error3,error1,0.0,45.0,0.0,0.0,75.0,Component2,Component2,52.38,68.8,44.6,36.56,16.59,Component2,Component4,233.19,624.42,158.18,66.54,111.39,221.6,62.92,21.28,170.87,446.58,100.86,40.23,NoIssue
MID11447,model3,12,80.0,60.0,80.0,0.0,0.0,25.5,error1,error2,80.0,80.0,0.0,0.0,42.5,Component1,Component1,42.75,35.18,40.43,26.0,11.32,Component2,Component2,245.69,672.63,155.85,63.23,116.22,179.71,64.08,20.84,170.75,446.52,100.72,40.32,ComponentRepair
MID11448,model3,13,40.0,75.0,100.0,0.0,0.0,33.33,error2,error2,0.0,100.0,0.0,0.0,75.0,Component2,Component2,98.33,41.5,35.0,31.25,12.97,Component3,Component3,240.74,642.11,149.3,69.48,116.26,203.57,62.66,20.37,170.83,445.46,100.79,40.27,NoIssue
MID11449,model1,12,0.0,43.88,67.19,50.0,0.0,30.0,error1,error4,0.0,0.0,75.0,0.0,60.0,Component1,Component3,29.78,49.57,47.29,27.55,12.32,Component1,Component4,232.76,667.18,153.14,65.49,116.86,248.72,62.77,18.39,170.77,447.57,100.88,40.23,ComponentRepair
MID11450,model3,13,51.01,59.33,1.58,0.0,0.0,27.83,error1,error1,71.25,0.0,0.0,0.0,57.0,Component1,Component1,53.33,31.86,62.5,40.5,15.44,Component4,Component4,239.76,679.3,165.67,65.03,109.22,244.92,64.73,22.14,171.01,446.59,100.79,40.38,ComponentRepair
MID11451,model4,13,63.27,0.0,0.0,0.0,0.0,42.18,error1,error1,0.0,0.0,0.0,0.0,0.0,Component1,Component1,42.22,45.75,55.0,20.4,15.63,Component1,Component1,228.86,635.46,149.06,60.41,111.74,238.88,57.61,20.35,170.79,448.48,100.91,40.2,NoIssue
MID11453,model2,13,66.71,0.0,0.0,60.0,0.0,26.25,error4,error1,90.0,0.0,60.0,0.0,35.0,Component3,Component3,49.33,44.5,69.33,54.33,16.0,Component3,Component2,235.2,626.22,150.92,63.53,112.09,264.81,64.28,19.41,170.62,446.38,101.39,40.28,ComponentRepair
MID11454,model3,13,55.0,92.44,0.0,0.0,0.0,35.0,error1,error1,55.0,0.0,0.0,0.0,52.5,Component1,Component1,64.57,42.2,29.78,56.5,13.71,Component2,Component2,228.95,615.82,155.85,64.11,112.85,143.94,62.24,21.35,170.94,448.27,100.57,40.28,ComponentRepair
MID11455,model4,12,21.0,33.79,0.0,0.0,0.0,14.74,error3,error1,35.0,0.0,0.0,0.0,30.0,Component2,Component1,28.3,75.4,62.12,94.25,19.48,Component1,Component1,232.6,628.13,150.29,68.73,119.07,227.36,60.47,20.23,170.85,447.16,100.75,40.32,NoIssue
MID11457,model4,13,95.54,63.75,42.5,0.0,0.0,21.25,error2,error3,0.0,63.75,0.0,0.0,51.0,Component2,Component2,60.29,47.25,81.0,47.6,19.61,Component4,Component2,234.32,686.87,150.64,62.89,112.13,196.99,65.67,22.01,170.49,445.2,100.77,40.3,NoIssue
MID11458,model4,13,85.0,63.0,63.0,0.0,0.0,22.5,error3,error2,85.0,63.0,0.0,0.0,39.38,Component2,Component2,53.5,47.0,41.1,51.25,13.79,Component2,Component3,247.79,667.81,149.42,75.41,119.36,215.06,64.97,23.73,171.08,445.08,100.94,40.2,ComponentRepair
MID11459,model1,12,41.4,105.0,105.0,37.5,0.0,21.28,error3,error1,60.0,105.0,50.0,0.0,40.71,Component2,Component3,56.0,49.43,37.75,58.0,16.03,Component1,Component3,236.68,622.54,168.9,64.05,115.12,198.1,59.33,19.45,170.69,446.6,100.99,40.23,ComponentRepair
MID11460,model1,12,0.0,0.0,72.98,60.0,0.0,30.0,error4,error4,0.0,0.0,80.0,0.0,60.0,Component3,Component3,65.0,36.0,46.67,57.86,17.22,Component1,Component3,229.74,638.14,151.39,64.3,112.65,247.36,60.24,22.84,170.72,447.54,101.07,40.3,ComponentRepair
MID11462,model3,12,75.0,46.6,50.0,0.0,0.0,28.5,error3,error2,75.0,50.0,0.0,0.0,57.0,Component2,Component2,43.92,75.33,63.0,29.6,18.1,Component1,Component1,232.76,641.85,166.62,64.61,116.83,231.49,62.87,20.77,170.47,445.84,100.85,40.18,ComponentRepair
MID11464,model3,11,82.5,62.54,65.0,0.0,0.0,31.13,error1,error2,82.5,65.0,0.0,0.0,45.0,Component1,Component2,51.25,88.0,33.4,106.25,17.93,Component3,Component3,243.41,615.77,156.89,64.13,109.59,205.87,64.63,20.69,170.96,446.63,100.78,40.35,NoIssue
MID11465,model4,12,108.64,40.84,48.75,0.0,0.0,25.07,error1,error2,0.0,48.75,0.0,0.0,57.0,Component1,Component2,108.5,40.82,54.83,43.0,16.0,Component1,Component2,232.93,653.58,152.01,64.93,114.48,202.26,55.07,20.72,170.75,445.4,100.67,40.28,ComponentRepair
MID11467,model3,12,46.1,77.6,0.0,0.0,0.0,42.5,error3,error2,0.0,0.0,0.0,0.0,127.5,Component2,Component1,57.57,68.6,95.6,32.8,17.7,Component1,Component4,235.42,630.69,164.41,63.03,115.15,228.44,60.48,20.01,170.67,447.83,100.58,40.27,NoIssue
MID11468,model3,11,0.0,0.0,72.79,78.12,0.0,39.66,error4,error3,0.0,0.0,0.0,0.0,0.0,Component2,Component2,56.33,62.67,29.67,28.17,14.15,Component4,Component4,233.17,627.8,153.6,61.46,112.01,233.71,65.79,22.24,170.65,448.06,100.84,40.15,ComponentRepair
MID11469,model3,11,56.31,37.5,35.82,0.0,0.0,18.18,error3,error3,0.0,37.5,0.0,0.0,30.0,Component2,Component2,56.14,47.25,29.7,66.86,14.56,Component2,Component2,232.39,662.67,154.26,62.36,118.54,229.66,53.19,19.91,170.63,446.58,100.63,40.22,ComponentRepair
MID11470,model3,11,56.25,0.38,0.0,0.0,0.0,32.14,error1,error1,75.0,0.0,0.0,0.0,56.25,Component1,Component1,44.3,26.6,69.71,23.29,16.76,Component3,Component1,250.28,652.4,155.85,61.23,106.99,230.73,63.71,19.43,170.9,447.99,100.71,40.27,NoIssue
MID11472,model4,11,45.0,35.0,35.0,0.0,0.0,15.0,error3,error2,45.0,35.0,0.0,0.0,24.0,Component2,Component2,70.0,27.0,47.5,52.11,14.15,Component4,Component2,224.63,631.73,148.9,64.36,113.93,256.73,62.04,21.59,170.49,447.93,100.83,40.26,ComponentRepair
MID11473,model2,11,0.0,75.0,75.0,42.14,0.0,22.5,error3,error4,0.0,75.0,40.0,0.0,37.5,Component2,Component2,61.57,28.11,74.0,57.29,17.04,Component4,Component2,230.11,652.84,153.22,64.26,115.8,183.15,66.26,22.59,170.25,446.25,101.32,40.28,NoIssue
MID11474,model4,11,28.08,39.21,52.5,25.73,0.0,17.43,error2,error2,0.0,52.5,0.0,0.0,51.0,Component1,Component2,47.25,54.8,42.0,43.38,13.5,Component3,Component3,235.39,658.27,150.67,61.5,117.97,212.92,60.88,19.55,170.21,446.48,100.74,40.28,ComponentRepair
MID11475,model2,12,37.5,22.5,62.15,63.75,0.0,24.55,error4,error4,37.5,22.5,63.75,0.0,33.75,Component3,Component3,33.2,33.0,38.78,58.0,12.58,Component3,Component3,229.08,643.35,154.4,65.27,111.0,218.75,62.95,20.84,170.78,446.32,101.3,40.25,ComponentRepair
MID11476,model4,12,42.46,0.0,5.27,0.0,0.0,25.48,error1,error1,0.0,0.0,0.0,0.0,0.0,Component1,Component1,48.5,85.75,48.5,41.0,14.93,Component2,Component1,228.72,666.88,150.24,65.14,120.31,221.25,63.74,21.54,170.75,447.22,100.68,40.34,NoIssue
MID11477,model3,12,60.0,55.0,55.0,0.0,0.0,30.0,error2,error1,90.0,55.0,0.0,0.0,54.0,Component2,Component2,40.75,66.83,34.56,83.67,15.42,Component2,Component3,231.72,650.49,152.47,63.5,115.44,214.66,62.71,19.0,170.9,446.9,100.72,40.21,ComponentRepair
MID11478,model1,12,0.0,30.0,30.0,55.0,0.0,35.62,error1,error4,0.0,30.0,55.0,0.0,47.5,Component1,Component3,29.7,49.9,35.6,45.5,14.6,Component4,Component4,230.45,639.55,153.29,63.66,118.69,218.41,60.03,17.42,170.67,446.58,101.0,40.33,ComponentRepair
MID11479,model3,11,75.78,0.0,34.16,0.0,0.0,37.89,error1,error1,114.56,0.0,0.0,0.0,76.37,Component1,Component1,53.5,26.08,61.33,76.6,14.74,Component1,Component2,233.04,652.25,151.78,64.42,109.6,203.6,60.2,21.0,171.18,447.99,100.59,40.35,ComponentRepair
MID11480,model3,12,38.57,71.25,95.0,0.0,0.0,21.0,error2,error1,67.5,95.0,0.0,0.0,45.0,Component2,Component1,45.5,40.33,39.82,61.0,13.66,Component3,Component3,232.34,634.8,155.87,62.52,120.01,222.18,64.71,20.17,171.22,446.35,100.59,40.34,ComponentRepair
MID11482,model4,12,0.0,0.0,36.44,0.0,0.0,45.4,error3,error3,0.0,0.0,0.0,0.0,0.0,Component2,Component2,16.71,49.67,51.71,34.0,14.03,Component4,Component4,227.71,624.3,150.1,63.93,114.6,239.5,59.51,22.04,170.63,446.61,100.79,40.26,ComponentRepair
MID11484,model3,12,60.0,80.0,48.0,0.0,0.0,24.55,error1,error3,60.0,80.0,0.0,0.0,45.0,Component1,Component1,40.22,24.36,55.17,45.12,15.41,Component1,Component2,231.53,634.13,148.66,61.4,120.43,148.67,58.91,20.02,170.81,446.38,100.53,40.26,NoIssue
MID11485,model2,11,56.25,71.25,57.0,55.0,0.0,19.69,error1,error3,75.0,71.25,55.0,0.0,31.5,Component1,Component2,41.75,42.0,38.0,39.67,15.06,Component4,Component3,233.43,643.33,160.34,61.53,116.15,180.95,58.28,19.84,170.69,445.16,101.19,40.16,ComponentRepair
MID11486,model2,11,75.0,80.5,0.0,70.0,0.0,27.89,error2,error1,75.0,0.0,70.0,0.0,34.29,Component1,Component1,51.12,57.0,22.2,40.29,13.64,Component2,Component2,236.01,635.68,176.25,62.14,113.09,210.89,64.28,23.21,171.17,448.18,101.23,40.29,NoIssue
MID11487,model1,12,28.0,95.0,71.25,60.0,0.0,23.75,error3,error3,0.0,95.0,60.0,0.0,40.71,Component2,Component2,37.25,49.0,35.6,38.11,13.83,Component2,Component4,227.13,645.8,167.57,64.1,111.54,235.13,67.36,21.34,170.5,446.54,101.16,40.33,ComponentRepair
MID11488,model2,12,0.0,45.0,45.0,47.5,0.0,23.75,error4,error4,0.0,45.0,47.5,0.0,31.67,Component3,Component3,66.6,41.89,37.12,48.56,16.9,Component1,Component2,225.49,617.07,173.35,63.42,108.05,248.88,61.3,22.39,170.54,446.6,101.47,40.21,NoIssue
MID11489,model4,11,53.0,48.0,40.0,0.0,0.0,15.0,error2,error3,75.0,48.0,0.0,0.0,34.29,Component2,Component2,57.0,48.56,43.38,75.5,17.26,Component2,Component2,229.92,612.03,152.68,65.07,115.55,181.03,65.71,21.59,171.13,445.8,100.85,40.26,ComponentReplacement
MID11490,model2,11,45.0,67.5,58.4,57.0,0.0,24.23,error4,error4,45.0,67.5,57.0,0.0,35.0,Component3,Component3,37.17,31.7,66.71,21.33,14.5,Component3,Component2,230.59,622.44,149.24,65.29,115.52,247.07,59.76,22.61,170.61,446.62,101.53,40.34,NoIssue
MID11492,model4,11,67.5,63.0,63.0,0.0,0.0,24.23,error3,error2,67.5,78.75,0.0,0.0,52.5,Component2,Component2,52.29,63.0,40.67,41.0,16.06,Component3,Component3,232.45,633.03,146.3,71.66,120.03,192.09,60.66,20.78,170.9,445.74,100.79,40.25,ComponentReplacement
MID11494,model4,12,90.0,40.0,60.0,0.0,0.0,35.0,error2,error1,135.0,60.0,0.0,0.0,78.75,Component2,Component1,61.17,85.4,42.33,56.17,16.38,Component3,Component3,240.85,639.61,146.5,59.68,113.07,212.04,62.3,21.75,170.63,446.17,100.89,40.31,NoIssue
MID11497,model1,11,55.0,0.0,0.0,60.0,0.0,33.33,error4,error4,55.0,0.0,75.0,0.0,42.86,Component3,Component3,51.57,33.11,66.57,51.78,15.0,Component3,Component4,226.54,628.91,154.67,65.99,106.57,223.59,59.95,20.29,170.69,446.86,101.31,40.29,ComponentRepair
MID11499,model4,12,69.8,17.9,0.0,0.0,0.0,31.02,error1,error1,82.5,0.0,0.0,0.0,55.0,Component1,Component1,83.83,51.62,40.89,59.12,16.71,Component4,Component3,231.22,630.71,151.56,79.11,109.32,211.78,61.91,23.02,170.91,447.38,100.83,40.26,NoIssue
MID11500,model3,11,0.0,30.0,0.0,82.1,0.0,39.53,error4,error2,0.0,0.0,0.0,0.0,75.0,Component2,Component1,85.33,75.17,33.54,55.11,16.97,Component2,Component3,238.83,640.96,151.67,66.52,112.0,228.3,62.13,21.4,170.56,446.08,100.73,40.4,NoIssue
MID11501,model4,11,0.0,25.0,33.2,0.0,0.0,18.47,error1,error3,0.0,25.0,0.0,0.0,22.5,Component1,Component2,50.75,52.75,23.29,34.71,15.47,Component1,Component2,227.77,649.76,152.39,65.17,112.51,213.65,63.21,21.78,170.93,445.76,100.81,40.23,ComponentRepair
MID11502,model3,11,43.67,63.75,53.34,0.0,0.0,23.82,error1,error3,55.0,63.75,0.0,0.0,42.86,Component1,Component2,37.25,34.78,57.2,30.1,11.69,Component2,Component4,231.09,665.19,146.46,65.45,115.12,195.78,61.29,22.23,170.73,447.12,100.33,40.33,ComponentRepair
MID11503,model2,12,75.0,60.0,93.4,51.0,0.0,21.43,error1,error4,100.0,60.0,63.75,0.0,33.33,Component1,Component3,71.0,34.7,85.17,75.4,18.79,Component1,Component2,242.51,623.71,155.37,65.05,112.36,185.48,63.41,19.49,171.0,447.52,101.47,40.32,NoIssue
MID11504,model3,12,0.0,0.0,0.0,0.0,0.0,9.36,error4,error1,0.0,0.0,0.0,0.0,0.0,Component2,Component2,31.23,36.8,111.0,31.62,16.0,Component3,Component1,238.91,618.07,158.68,62.4,105.93,211.56,65.53,20.69,170.38,446.6,100.85,40.29,NoIssue
MID11507,model4,11,35.13,24.64,0.0,0.0,0.0,22.56,error1,error1,45.0,0.0,0.0,0.0,40.0,Component1,Component1,70.4,88.0,78.67,41.1,20.64,Component4,Component4,230.35,642.59,153.67,64.45,116.36,224.27,62.03,22.03,170.86,446.54,100.7,40.25,NoIssue
MID11508,model4,11,0.0,31.33,45.0,0.0,0.0,20.89,error2,error2,0.0,45.0,0.0,0.0,45.0,Component2,Component2,109.67,29.8,74.83,23.6,19.25,Component2,Component2,226.51,630.84,155.73,72.62,113.9,192.81,61.04,22.68,170.74,446.52,100.78,40.22,NoIssue
MID11509,model1,11,63.99,55.0,55.0,52.5,0.0,24.23,error4,error4,22.5,82.5,52.5,0.0,39.38,Component3,Component3,51.71,39.62,45.09,56.0,14.94,Component3,Component3,230.52,624.19,153.32,60.88,111.66,243.01,53.61,22.26,170.89,448.03,101.41,40.3,ComponentRepair
MID11510,model3,11,19.73,31.12,47.26,0.0,0.0,24.63,error3,error2,0.0,30.0,0.0,0.0,20.0,Component2,Component2,49.67,28.3,92.6,44.71,16.5,Component3,Component2,230.26,630.86,152.75,62.92,118.85,204.85,58.45,22.15,170.98,447.2,101.02,40.21,NoIssue
MID11511,model3,11,49.49,40.0,40.0,0.0,0.0,23.56,error3,error1,0.0,40.0,0.0,0.0,40.0,Component2,Component2,40.0,35.38,74.0,35.0,12.39,Component4,Component4,231.03,649.93,151.38,63.72,117.99,242.1,61.89,19.15,170.26,446.88,100.67,40.3,ComponentRepair
MID11512,model4,11,30.0,0.0,0.0,0.0,0.0,45.0,error2,error1,30.0,0.0,0.0,0.0,60.0,Component2,Component1,52.67,54.2,54.5,63.2,18.17,Component3,Component3,230.02,634.77,158.41,64.68,116.95,212.89,60.58,20.81,170.71,447.87,100.82,40.26,ComponentRepair
MID11513,model2,11,65.79,45.0,45.0,78.75,0.0,24.23,error4,error4,0.0,45.0,105.0,0.0,45.0,Component3,Component2,31.82,117.5,35.82,49.9,14.67,Component3,Component1,227.77,618.93,162.09,64.43,110.07,231.07,63.64,22.79,170.4,446.95,101.22,40.36,NoIssue
MID11515,model4,11,80.0,112.5,112.5,0.0,0.0,34.29,error1,error1,120.0,112.5,0.0,0.0,60.0,Component1,Component1,27.92,63.0,47.17,78.0,16.94,Component3,Component1,232.53,609.95,146.6,62.5,110.2,225.44,60.93,22.63,170.48,446.77,100.73,40.29,NoIssue
MID11516,model2,10,80.0,41.62,0.0,45.0,0.0,26.67,error1,error1,120.0,0.0,67.5,0.0,48.0,Component1,Component1,46.88,30.0,95.0,60.0,13.97,Component2,Component2,231.86,626.87,155.75,64.76,110.9,249.24,61.44,21.88,170.89,448.27,100.84,40.33,ComponentRepair
MID11517,model2,10,0.0,30.0,106.49,82.5,0.0,35.5,error3,error3,0.0,30.0,68.37,0.0,34.19,Component3,Component3,54.25,65.5,44.89,38.22,15.41,Component2,Component3,239.15,643.08,157.24,73.07,116.7,218.96,62.33,22.09,170.97,446.01,100.93,40.29,ComponentReplacement
MID11518,model1,10,35.0,71.25,71.25,54.0,0.0,16.58,error1,error1,70.0,71.25,54.0,0.0,26.25,Component1,Component3,41.6,41.44,43.45,24.12,14.88,Component1,Component3,227.02,631.91,170.56,61.47,103.17,213.78,58.85,20.13,170.67,445.74,101.57,40.24,ComponentRepair
MID11519,model3,11,25.0,82.5,110.0,0.0,0.0,30.0,error2,error2,37.5,15.0,0.0,0.0,56.25,Component1,Component1,50.14,80.5,38.2,34.0,14.67,Component3,Component3,247.06,651.01,150.44,62.01,117.45,251.14,60.07,22.55,171.09,446.94,100.83,40.18,NoIssue
MID11520,model3,10,63.75,80.0,80.0,0.0,0.0,25.5,error1,error1,63.75,67.78,0.0,0.0,35.76,Component1,Component1,88.0,36.5,48.89,52.11,14.67,Component3,Component2,236.84,644.45,153.19,62.27,111.13,183.38,61.99,21.49,170.69,445.35,100.74,40.33,NoIssue
MID11522,model3,10,0.0,69.79,0.0,0.0,0.0,38.42,error4,error2,0.0,0.0,0.0,0.0,37.5,Component2,Component1,39.73,90.75,84.6,50.88,15.57,Component4,Component1,242.09,634.19,160.84,63.51,114.61,221.19,65.16,20.68,170.72,447.18,100.55,40.27,NoIssue
MID11524,model3,11,57.0,0.0,0.0,0.0,0.0,40.71,error1,error1,71.25,0.0,0.0,0.0,57.0,Component1,Component1,44.22,26.3,63.83,152.67,16.89,Component1,Component2,257.22,611.18,149.5,62.34,115.15,207.3,65.91,22.03,171.12,446.48,100.88,40.32,ComponentRepair
MID11526,model3,11,15.16,52.12,60.0,0.0,0.0,31.28,error2,error2,0.0,60.0,0.0,0.0,40.0,Component2,Component2,51.25,44.29,52.0,38.75,17.93,Component3,Component3,240.44,655.35,162.26,64.51,115.26,187.26,64.35,20.95,170.77,447.53,100.48,40.35,ComponentRepair
MID11527,model4,11,72.23,70.0,52.5,0.0,0.0,30.0,error1,error3,0.0,70.0,0.0,0.0,67.5,Component1,Component2,53.0,75.71,52.0,38.89,16.03,Component2,Component1,243.46,641.96,154.31,62.62,108.29,213.95,63.98,23.91,170.52,446.01,100.66,40.33,NoIssue
MID11528,model1,10,120.0,20.0,30.0,96.39,0.0,30.0,error4,error2,120.0,30.0,105.0,0.0,50.0,Component3,Component1,26.6,38.29,31.71,36.89,9.88,Component4,Component4,240.41,633.99,153.89,64.3,109.19,236.43,61.96,21.24,170.91,445.68,100.87,40.3,ComponentRepair
MID11529,model3,11,0.0,60.0,100.0,0.0,0.0,30.0,error3,error2,0.0,120.0,0.0,0.0,80.0,Component2,Component2,91.4,28.11,41.71,33.0,16.25,Component1,Component2,228.77,700.2,150.14,62.2,119.2,231.21,60.94,18.39,170.85,445.7,100.55,40.21,NoIssue
MID11530,model4,11,47.16,32.48,50.0,0.0,0.0,19.29,error1,error1,50.0,50.0,0.0,0.0,27.5,Component1,Component1,85.6,56.86,48.29,43.6,21.58,Component3,Component2,238.8,631.04,150.19,64.56,112.39,220.83,57.31,19.47,170.64,445.49,100.75,40.17,NoIssue
MID11531,model1,10,80.0,0.0,75.5,65.0,0.0,24.15,error4,error1,80.0,0.0,65.0,0.0,34.29,Component3,Component1,39.78,93.25,44.78,52.25,15.43,Component4,Component1,233.92,650.68,160.4,64.29,116.01,242.3,58.89,20.38,171.19,446.08,101.33,40.31,NoIssue
MID11532,model4,11,37.95,22.5,39.39,0.0,0.0,13.55,error1,error1,41.25,56.53,0.0,0.0,35.76,Component1,Component1,75.67,26.92,42.4,87.5,15.09,Component2,Component2,229.93,626.39,163.61,61.08,110.22,210.49,65.51,21.66,171.32,446.48,100.88,40.27,ComponentRepair
MID11535,model4,11,65.0,0.0,0.0,0.0,0.0,43.55,error4,error1,65.0,0.0,0.0,0.0,65.0,Component1,Component1,40.86,38.29,96.2,28.11,17.11,Component3,Component4,239.58,638.22,153.2,67.13,120.2,249.54,64.8,23.43,171.2,448.06,100.59,40.23,ComponentRepair
MID11536,model4,10,0.0,40.42,37.5,0.0,0.0,27.38,error1,error2,0.0,37.5,0.0,0.0,35.0,Component1,Component2,38.5,48.57,57.14,53.75,14.38,Component4,Component1,228.71,620.9,148.88,60.99,111.56,213.23,66.56,20.32,170.38,447.42,100.59,40.21,ComponentRepair
MID11537,model2,11,139.15,65.0,65.0,45.0,0.0,25.3,error1,error2,0.0,65.0,45.0,0.0,38.57,Component1,Component2,55.0,53.1,38.5,63.0,17.1,Component2,Component2,225.75,619.19,172.75,61.58,113.33,206.48,62.43,21.25,170.65,445.63,101.03,40.28,ComponentRepair
MID11538,model3,10,0.0,48.0,48.0,0.0,0.0,23.75,error3,error2,0.0,60.0,0.0,0.0,60.0,Component2,Component2,70.29,28.62,38.14,23.29,14.44,Component1,Component2,235.19,646.86,150.59,63.29,114.34,212.91,54.87,21.67,170.33,444.47,100.55,40.3,ComponentRepair
MID11539,model3,11,65.77,0.0,53.12,0.0,0.0,35.48,error2,error1,0.0,0.0,0.0,0.0,0.0,Component1,Component1,43.25,49.6,62.67,90.2,18.14,Component2,Component2,236.18,670.24,155.39,65.61,113.62,245.11,55.0,19.79,170.53,448.73,100.65,40.23,NoIssue
MID11541,model2,10,55.17,0.0,0.0,71.25,0.0,28.5,error4,error1,65.0,141.56,71.25,0.0,34.79,Component3,Component3,63.2,45.25,52.75,24.0,14.97,Component2,Component2,246.38,619.89,155.87,63.59,113.31,208.99,63.51,21.25,170.87,447.19,101.31,40.39,ComponentRepair
MID11542,model3,11,28.12,0.0,0.0,0.0,0.0,29.06,error1,error1,0.0,0.0,0.0,0.0,30.0,Component1,Component1,52.25,86.6,41.0,23.8,14.45,Component1,Component4,235.44,636.36,153.4,63.35,115.54,212.53,63.37,20.83,171.01,446.06,100.61,40.27,NoIssue
MID11545,model4,10,52.5,60.0,60.0,0.0,0.0,26.25,error1,error1,70.0,60.0,0.0,0.0,42.0,Component1,Component1,76.4,19.67,34.67,20.27,14.61,Component3,Component4,246.44,610.89,169.4,63.59,104.54,210.84,56.14,19.12,170.85,445.98,100.79,40.19,ComponentRepair
MID11546,model3,11,52.12,35.0,52.95,0.0,0.0,23.22,error1,error1,65.0,35.0,0.0,0.0,35.0,Component1,Component1,42.25,53.5,31.86,47.3,14.76,Component3,Component4,235.54,650.09,154.44,63.99,113.68,245.41,61.64,23.4,170.86,448.1,100.52,40.32,ComponentRepair
MID11547,model3,11,26.25,53.58,60.0,0.0,0.0,20.61,error2,error2,52.5,60.0,0.0,0.0,40.0,Component2,Component2,39.2,64.71,37.67,56.62,15.48,Component1,Component1,238.81,661.25,175.41,66.03,115.53,177.02,61.29,22.53,170.53,446.28,100.62,40.32,ComponentReplacement
MID11548,model3,11,85.0,36.0,30.0,33.25,0.0,15.4,error1,error3,85.0,36.0,0.0,0.0,31.88,Component1,Component2,32.3,51.62,142.67,35.89,15.77,Component1,Component1,240.5,634.23,149.08,62.92,105.68,159.73,59.73,22.06,170.89,444.83,100.97,40.28,ComponentRepair
MID11549,model3,11,30.0,48.52,30.0,0.0,0.0,22.03,error4,error2,30.0,30.0,0.0,0.0,33.75,Component1,Component1,55.75,37.89,83.67,17.17,17.12,Component1,Component2,239.3,622.66,155.01,65.13,109.47,203.82,62.63,18.49,170.54,445.22,100.75,40.32,ComponentRepair
MID11550,model1,11,15.0,24.42,25.0,41.01,0.0,16.88,error4,error4,22.5,25.0,52.5,0.0,23.33,Component3,Component3,46.67,21.14,43.33,49.29,13.56,Component4,Component1,235.8,626.96,156.19,62.29,120.48,235.68,60.45,21.24,170.73,445.9,101.34,40.31,ComponentReplacement
MID11551,model2,10,0.0,0.0,0.0,60.0,0.0,45.0,error4,error4,0.0,0.0,60.0,0.0,37.22,Component3,Component3,68.0,118.33,34.23,36.11,15.83,Component2,Component3,245.51,644.53,155.52,64.3,116.67,241.04,61.76,21.42,170.78,448.19,101.02,40.26,NoIssue
MID11552,model3,11,0.0,38.44,61.21,3.6,0.0,30.27,error1,error2,111.06,0.0,0.0,0.0,74.04,Component1,Component1,64.0,97.75,46.6,62.29,18.64,Component3,Component3,230.56,610.28,147.43,70.13,119.64,242.92,63.76,22.2,170.17,447.24,100.7,40.25,NoIssue
MID11554,model4,10,46.75,57.0,57.0,0.0,0.0,21.92,error3,error2,0.0,71.25,0.0,0.0,57.0,Component2,Component2,102.2,36.78,26.8,55.17,17.5,Component4,Component2,231.5,647.62,157.03,62.78,109.01,202.26,62.47,20.57,170.6,445.4,100.83,40.31,ComponentRepair
MID11555,model4,10,69.9,75.0,75.0,0.0,0.0,33.33,error1,error1,67.5,75.0,0.0,0.0,60.0,Component1,Component2,49.78,51.14,72.57,65.6,18.68,Component1,Component1,237.0,658.37,157.51,63.14,113.86,249.68,63.34,22.78,170.48,445.76,100.59,40.34,NoIssue
MID11556,model2,11,0.0,26.67,48.0,45.0,0.0,15.0,error2,error2,0.0,49.19,45.0,0.0,32.79,Component2,Component2,66.29,28.67,80.8,47.33,17.47,Component1,Component2,232.96,636.98,176.2,64.3,103.78,240.88,55.31,23.67,170.45,444.97,101.22,40.3,ComponentRepair
MID11558,model2,11,0.0,48.75,48.75,65.0,0.0,28.64,error2,error2,0.0,48.75,65.0,0.0,45.0,Component2,Component2,50.14,55.0,43.33,47.1,16.1,Component1,Component4,242.25,632.67,156.74,65.3,114.81,236.85,62.53,22.93,170.84,445.67,101.07,40.33,ComponentRepair
MID11561,model1,11,62.79,95.0,142.5,63.0,0.0,23.38,error4,error4,82.5,142.5,78.75,0.0,39.38,Component3,Component3,64.12,90.4,43.7,60.25,16.94,Component3,Component3,229.63,637.85,160.84,63.74,109.02,218.96,63.79,22.54,170.68,447.17,101.38,40.25,NoIssue
